surrogate,alpha,arm,horizon,seed,n_samples,rel_welfare_loss,gain_estimator_err,max_min_ratio,bundle_envy,outcome_envy,mean_outcome,law_predicted_loss
strong,2.0,plugin,8,2,192,3.2460897764294977e-06,0.0021201305965775703,0.8127649873661257,0.2141368705701515,0.21146588837313293,0.10843456333021347,3.2460948571863447e-06
strong,2.0,shrunk,8,2,192,3.2460897764294977e-06,0.0021201305965775703,0.8127649873661257,0.2141368705701515,0.21146588837313293,0.10843456333021347,nan
strong,2.0,smoothed,8,2,192,9.755291457221385e-06,0.0040008359323534986,0.8076066364337039,0.20707337149159163,0.21803657730665857,0.10845661657814303,nan
strong,2.0,uniform,8,2,192,0.004194374594744568,0.09044670223399691,0.6708571542233678,0.0,0.4163620248938759,0.10912077438555882,nan
strong,2.0,persistence,8,2,192,0.004611224627289943,0.09983239226403164,0.6989472041558482,0.21460048328965878,0.3630212256117134,0.10873829680543663,nan
strong,2.0,learned,8,2,192,1.701174373078378e-05,0.004800906640990125,0.8124507997127614,0.21416090627476547,0.21175104926416818,0.10843257323495754,nan
strong,2.0,learned_robust,8,2,192,1.6959081104426833e-05,0.004676058098907729,0.813103055676183,0.21516892058772683,0.2108135672932866,0.10842798382730778,nan
strong,4.0,plugin,8,0,192,1.4801626587593203e-05,0.0021201305965775786,0.8986419587980375,0.32363765247142257,0.10790436577521123,0.10808872080199254,1.4810967566747477e-05
strong,4.0,shrunk,8,0,192,1.4801626587593203e-05,0.0021201305965775786,0.8986419587980375,0.32363765247142257,0.10790436577521123,0.10808872080199254,nan
strong,4.0,smoothed,8,0,192,4.4741358929019946e-05,0.0040008359323535,0.8898492822200298,0.31279779662750734,0.1178844130716687,0.10812215551127007,nan
strong,4.0,uniform,8,0,192,0.019009319922736488,0.09044670223399691,0.6708571542233678,0.0,0.4163620248938759,0.10912077438555882,nan
strong,4.0,persistence,8,0,192,0.021925095313829857,0.09983239226403162,0.6726871340980827,0.3210021062226012,0.3949453305106865,0.10854873793676546,nan
strong,4.0,learned,8,0,192,9.079798187539186e-05,0.005278053954706388,0.898221570810648,0.3253301805223365,0.10822066832062031,0.10808001601189027,nan
strong,4.0,learned_robust,8,0,192,9.108099711349453e-05,0.005190665955469229,0.8999919117277999,0.32745950355014947,0.10615305847254623,0.10807121684258551,nan
strong,4.0,plugin,8,1,192,1.4801626587593203e-05,0.0021201305965775786,0.8986419587980375,0.32363765247142257,0.10790436577521123,0.10808872080199254,1.4810967566747477e-05
strong,4.0,shrunk,8,1,192,1.4801626587593203e-05,0.0021201305965775786,0.8986419587980375,0.32363765247142257,0.10790436577521123,0.10808872080199254,nan
strong,4.0,smoothed,8,1,192,4.4741358929019946e-05,0.0040008359323535,0.8898492822200298,0.31279779662750734,0.1178844130716687,0.10812215551127007,nan
strong,4.0,uniform,8,1,192,0.019009319922736488,0.09044670223399691,0.6708571542233678,0.0,0.4163620248938759,0.10912077438555882,nan
strong,4.0,persistence,8,1,192,0.021925095313829857,0.09983239226403162,0.6726871340980827,0.3210021062226012,0.3949453305106865,0.10854873793676546,nan
strong,4.0,learned,8,1,192,8.701891384535708e-05,0.005339801440560575,0.8963681235221374,0.32181867721242896,0.1102648794727561,0.10809009507081913,nan
strong,4.0,learned_robust,8,1,192,8.24852586728293e-05,0.005134524847125103,0.8975534749027493,0.3232024922450119,0.10884931348164362,0.1080838819817243,nan
strong,4.0,plugin,8,2,192,1.4801626587593203e-05,0.0021201305965775786,0.8986419587980375,0.32363765247142257,0.10790436577521123,0.10808872080199254,1.4810967566747477e-05
strong,4.0,shrunk,8,2,192,1.4801626587593203e-05,0.0021201305965775786,0.8986419587980375,0.32363765247142257,0.10790436577521123,0.10808872080199254,nan
strong,4.0,smoothed,8,2,192,4.4741358929019946e-05,0.0040008359323535,0.8898492822200298,0.31279779662750734,0.1178844130716687,0.10812215551127007,nan
strong,4.0,uniform,8,2,192,0.019009319922736488,0.09044670223399691,0.6708571542233678,0.0,0.4163620248938759,0.10912077438555882,nan
strong,4.0,persistence,8,2,192,0.021925095313829857,0.09983239226403162,0.6726871340980827,0.3210021062226012,0.3949453305106865,0.10854873793676546,nan
strong,4.0,learned,8,2,192,7.483741616984632e-05,0.005060674707617887,0.8985756610149563,0.3245257812118651,0.10793794760559845,0.10808546023833333,nan
strong,4.0,learned_robust,8,2,192,7.749111068850537e-05,0.004895258485465276,0.8999931624747516,0.3263577314301739,0.10622489362490029,0.1080756056600236,nan
strong,8.0,plugin,8,0,192,4.0515365730402785e-05,0.0021201305965775786,0.9453021790352459,0.37907395710133035,0.05650288706098039,0.1079151469120793,4.0592941628355435e-05
strong,8.0,shrunk,8,0,192,4.0515365730402785e-05,0.0021201305965775786,0.9453021790352459,0.37907395710133035,0.05650288706098039,0.1079151469120793,nan
strong,8.0,smoothed,8,0,192,0.00012361203593590624,0.0040008359323535,0.9345387673668086,0.3662749320994363,0.06804333275261178,0.10795436615218779,nan
strong,8.0,uniform,8,0,192,0.05033121561138492,0.09044670223399691,0.6708571542233678,0.0,0.4163620248938759,0.10912077438555882,nan
strong,8.0,persistence,8,0,192,0.05961363348562374,0.09983239226403162,0.6566993895572418,0.37407544526960185,0.41795156515767756,0.1084544360604378,nan
strong,8.0,learned,8,0,192,0.0002466497397847778,0.005301803163359423,0.9426896548353662,0.3809970945778902,0.05924864155601578,0.10790596455828792,nan
strong,8.0,learned_robust,8,0,192,0.00024363880222967303,0.005160389889181889,0.9445401207372095,0.38303011006150167,0.0572456830593125,0.10789731031305039,nan
