n_seeds,seed_mean,seed_std,seed_min,seed_max,n_modes_mean,n_modes_std,n_modes_min,n_modes_max,mode_spearman_partial_p_mean,mode_spearman_partial_p_std,mode_spearman_partial_p_min,mode_spearman_partial_p_max,scenario_spearman_p_mean,scenario_spearman_p_std,scenario_spearman_p_min,scenario_spearman_p_max,scenario_auc_p_mean,scenario_auc_p_std,scenario_auc_p_min,scenario_auc_p_max,mode_spearman_raw_mean,mode_spearman_raw_std,mode_spearman_raw_min,mode_spearman_raw_max,mode_spearman_partial_k_mean,mode_spearman_partial_k_std,mode_spearman_partial_k_min,mode_spearman_partial_k_max,wavenumber_baseline_spearman_mean,wavenumber_baseline_spearman_std,wavenumber_baseline_spearman_min,wavenumber_baseline_spearman_max,extracted_vs_exact_margin_mean,extracted_vs_exact_margin_std,extracted_vs_exact_margin_min,extracted_vs_exact_margin_max,n_scenarios_mean,n_scenarios_std,n_scenarios_min,n_scenarios_max,scenario_spearman_weighted_mean,scenario_spearman_weighted_std,scenario_spearman_weighted_min,scenario_spearman_weighted_max,scenario_spearman_max_mean,scenario_spearman_max_std,scenario_spearman_max_min,scenario_spearman_max_max,scenario_auc_weighted_mean,scenario_auc_weighted_std,scenario_auc_weighted_min,scenario_auc_weighted_max
3,1.0,0.8165,0.0,2.0,63.0,0.0,63.0,63.0,0.2859,0.0538,0.2274,0.3573,0.0002,0.0002,0.0001,0.0004,0.0,0.0,0.0,0.0,-0.7844,0.0262,-0.8106,-0.7487,-0.144,0.0172,-0.1646,-0.1226,0.7796,0.0258,0.7443,0.8052,0.9902,0.0017,0.9878,0.9918,20.0,0.0,20.0,20.0,0.7739,0.0373,0.7233,0.812,-0.1228,0.4015,-0.6827,0.2391,0.9833,0.0047,0.98,0.99
