scenario,field,regime,coverage_nominal_pct,modes,coverage_actual_pct,n_obs,n_dof,obs_per_dof,n_modes_constrained,constrained_frac,best_rcond,rcond_spread,n_masks,vrmse,vrmse_sd,vrmse_oracle,sparsity_penalty,sparsity_penalty_sd
worms,A,blocks,50.0,8,50.0,8192,289,28.346020761245676,273,0.9446366782006921,0.1,0.23872646754396784,3,1.3470148814017007,0.03602824022358033,0.807611577515441,0.5394033038862598,0.03602824022358033
worms,B,blocks,50.0,8,50.0,8192,289,28.346020761245676,273,0.9446366782006921,0.1,0.40503982875936306,3,1.232002268815575,0.04848430968312679,0.8707424176827958,0.3612598511327792,0.048484309683126794
bubbles,A,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,8.229625766846793,3,3.4367148516022294,0.23767477679167473,0.6394395996309937,2.797275251971236,0.23767477679167473
bubbles,B,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,11.495072159445135,3,1.1717863896202598,0.013372398575747983,0.7063388075933293,0.4654475820269304,0.013372398575747983
gliders,A,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,9.566523238810898,3,1.9271543870414456,0.13530257860104403,0.5435733126078505,1.3835810744335955,0.13530257860104394
gliders,B,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,13.788785663246195,3,1.1988706162079303,0.022621017602055166,0.7213883037049539,0.4774823125029764,0.022621017602055166
maze,A,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,17.419769953320916,3,2.1981617557407565,0.08124230499738494,0.9935319513440243,1.2046298043967323,0.08124230499738494
maze,B,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,17.980923439499406,3,1.7227296375324368,0.027496628730400038,0.996889021968278,0.7258406155641589,0.027496628730400038
spirals,A,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,5.823703758045571,3,1.4484413452641893,0.061881807480647096,0.48397642651545425,0.964464918748735,0.06188180748064709
spirals,B,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,9.656320703374313,3,1.159628642585791,0.009209036973540608,0.6699938852885328,0.48963475729725814,0.009209036973540608
spots,A,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,15.002333050151556,3,2.3156417868476553,0.08174501196880286,0.9966225199395079,1.3190192669081477,0.08174501196880286
spots,B,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,15.859134472461605,3,1.651619029342352,0.018625469162100387,0.9985460320945182,0.653072997247834,0.018625469162100387
worms,A,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,20.098325515818964,3,1.9802710237140542,0.08050997205909757,0.807611577515441,1.1726594461986133,0.08050997205909768
worms,B,blocks,25.0,8,25.0,4096,289,14.173010380622838,213,0.7370242214532872,0.1,23.22795011153705,3,1.395982911737594,0.00634467262811035,0.8707424176827958,0.5252404940547982,0.00634467262811035
bubbles,A,blocks,10.0,8,10.15625,1664,289,5.757785467128028,201,0.6955017301038062,0.01,1743.5335037203847,3,4.968242260289447,0.13407880305280917,0.6394395996309937,4.328802660658453,0.13407880305280917
bubbles,B,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,2379.137905027727,3,1.1619689108898066,0.008368598690836218,0.7063388075933293,0.4556301032964772,0.008368598690836218
gliders,A,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,711.5435350123795,3,2.776329874434417,0.04740165723486965,0.5435733126078505,2.2327565618265663,0.04740165723486965
gliders,B,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,1356.6365788316473,3,1.2158944110382037,0.03057732603637396,0.7213883037049539,0.4945061073332499,0.030577326036373965
maze,A,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,2845.487680065171,3,2.794873482975112,0.04632219173545094,0.9935319513440243,1.8013415316310877,0.04632219173545094
maze,B,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,3067.345020202196,3,1.8673838697136798,0.043402196744465577,0.996889021968278,0.8704948477454016,0.04340219674446558
spirals,A,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,1150.2251110542309,3,2.069625753043225,0.013740790240345127,0.48397642651545425,1.5856493265277705,0.013740790240345127
spirals,B,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,2243.2366775670343,3,1.2855951793017344,0.020424328754547923,0.6699938852885328,0.6156012940132017,0.020424328754547926
spots,A,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,2153.753449301377,3,2.9984955543897964,0.06453193728162866,0.9966225199395079,2.001873034450289,0.06453193728162866
spots,B,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,2227.2041641409064,3,1.6139064880339904,0.024994433964779093,0.9985460320945182,0.6153604559394723,0.024994433964779097
worms,A,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,1341.627561797597,3,2.665455431219136,0.03164046484027309,0.807611577515441,1.8578438537036945,0.03164046484027309
worms,B,blocks,10.0,8,10.15625,1664,289,5.757785467128028,121,0.4186851211072664,0.1,1688.1341734863227,3,1.4348196867138026,0.02784101845080642,0.8707424176827958,0.5640772690310066,0.02784101845080642
bubbles,A,blocks,5.0,8,5.078125,832,289,2.878892733564014,127,0.43944636678200694,0.01,5221.168276213843,3,5.823314460015472,0.08156883466998203,0.6394395996309937,5.183874860384478,0.08156883466998203
bubbles,B,blocks,5.0,8,5.078125,832,289,2.878892733564014,72,0.2491349480968858,0.1,7121.428361465802,3,1.1865998396768778,0.013577664587041016,0.7063388075933293,0.4802610320835483,0.013577664587041016
gliders,A,blocks,5.0,8,5.078125,832,289,2.878892733564014,127,0.43944636678200694,0.01,1926.189742141166,3,3.0717121968955063,0.062101381450902285,0.5435733126078505,2.5281388842876567,0.062101381450902285
gliders,B,blocks,5.0,8,5.078125,832,289,2.878892733564014,72,0.2491349480968858,0.1,4371.259729423534,3,1.2284523142285024,0.014207686286648598,0.7213883037049539,0.5070640105235484,0.014207686286648598
maze,A,blocks,5.0,8,5.078125,832,289,2.878892733564014,72,0.2491349480968858,0.1,5132.019371018591,3,3.0815988538241967,0.018607097898512812,0.9935319513440243,2.088066902480172,0.018607097898512812
maze,B,blocks,5.0,8,5.078125,832,289,2.878892733564014,72,0.2491349480968858,0.1,5754.525845092543,3,1.9171818644101564,0.025881274499352142,0.996889021968278,0.9202928424418785,0.02588127449935214
spirals,A,blocks,5.0,8,5.078125,832,289,2.878892733564014,72,0.2491349480968858,0.1,2238.2871898897088,3,2.322153117255261,0.04335513492117379,0.48397642651545425,1.8381766907398067,0.04335513492117379
spirals,B,blocks,5.0,8,5.078125,832,289,2.878892733564014,72,0.2491349480968858,0.1,4841.89031472718,3,1.3275095074086798,0.02222690625172683,0.6699938852885328,0.6575156221201471,0.02222690625172683
spots,A,blocks,5.0,8,5.078125,832,289,2.878892733564014,72,0.2491349480968858,0.1,5742.109894145844,3,3.2985586129613034,0.046211691679094315,0.9966225199395079,2.3019360930217956,0.046211691679094315
spots,B,blocks,5.0,8,5.078125,832,289,2.878892733564014,72,0.2491349480968858,0.1,6661.217406114235,3,1.6623700323026196,0.01778659821696859,0.9985460320945182,0.6638240002081014,0.01778659821696859
worms,A,blocks,5.0,8,5.078125,832,289,2.878892733564014,72,0.2491349480968858,0.1,4634.77478174368,3,2.961787572943134,0.01787383223708201,0.807611577515441,2.154175995427693,0.01787383223708201
worms,B,blocks,5.0,8,5.078125,832,289,2.878892733564014,72,0.2491349480968858,0.1,6686.482195642752,3,1.4115530465887585,0.04130490638937971,0.8707424176827958,0.5408106289059625,0.04130490638937971
bubbles,A,blocks,2.0,8,1.953125,320,289,1.1072664359861593,49,0.1695501730103806,0.01,1174.520281885719,3,6.707404348075468,0.0697277441089397,0.6394395996309937,6.067964748444474,0.0697277441089397
bubbles,B,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,2100.3825507747865,3,1.0592271098359378,0.0024538078533123176,0.7063388075933293,0.35288830224260853,0.0024538078533123176
gliders,A,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,954.8778697666354,3,3.5787533842753767,0.02882932617475944,0.5435733126078505,3.0351800716675257,0.02882932617475944
gliders,B,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,2774.3346527508384,3,1.1792601659072475,0.002285315967019998,0.7213883037049539,0.45787186220229364,0.0022853159670199975
maze,A,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,1437.2250066165623,3,3.4046629146092626,0.030925819996516276,0.9935319513440243,2.4111309632652387,0.030925819996516276
maze,B,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,2170.8898723224434,3,1.919765528991548,0.045826638653780144,0.996889021968278,0.9228765070232701,0.045826638653780144
spirals,A,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,1314.2481927654871,3,2.600881247439825,0.03236722248510663,0.48397642651545425,2.1169048209243706,0.03236722248510663
spirals,B,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,3316.02528505468,3,1.3555934586012313,0.006147276399151369,0.6699938852885328,0.6855995733126985,0.006147276399151369
spots,A,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,2359.743634780428,3,3.6606631942656143,0.033473299681458776,0.9966225199395079,2.6640406743261065,0.033473299681458776
spots,B,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,3857.8906522118473,3,1.4984761044180475,0.02948865370059671,0.9985460320945182,0.4999300723235292,0.02948865370059671
worms,A,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,2488.970872510374,3,3.323168409616883,0.02593982775902824,0.807611577515441,2.5155568321014417,0.02593982775902824
worms,B,blocks,2.0,8,1.953125,320,289,1.1072664359861593,28,0.09688581314878893,0.1,3980.3668557631804,3,1.3230236536046511,0.03034935520525736,0.8707424176827958,0.4522812359218553,0.03034935520525736
bubbles,A,blocks,1.0,8,1.171875,192,289,0.6643598615916955,34,0.11764705882352941,0.01,1139.960914777443,3,7.032370895881144,0.01864604633298472,0.6394395996309937,6.39293129625015,0.01864604633298472
bubbles,B,blocks,1.0,8,1.171875,192,289,0.6643598615916955,18,0.06228373702422145,0.1,2117.233769431585,3,1.1149623577398466,0.0523747417216173,0.7063388075933293,0.4086235501465172,0.0523747417216173
gliders,A,blocks,1.0,8,1.171875,192,289,0.6643598615916955,34,0.11764705882352941,0.01,590.5171843248081,3,3.691464026217522,0.009249087882018137,0.5435733126078505,3.147890713609671,0.009249087882018137
gliders,B,blocks,1.0,8,1.171875,192,289,0.6643598615916955,18,0.06228373702422145,0.1,1736.5712435019175,3,1.1563040434733056,0.008654785730781604,0.7213883037049539,0.4349157397683519,0.008654785730781604
maze,A,blocks,1.0,8,1.171875,192,289,0.6643598615916955,18,0.06228373702422145,0.1,1239.215869911415,3,3.5174243485892824,0.002195204492681394,0.9935319513440243,2.5238923972452576,0.002195204492681394
maze,B,blocks,1.0,8,1.171875,192,289,0.6643598615916955,18,0.06228373702422145,0.1,1795.9321191316947,3,1.9410206030157138,0.0025637760087331473,0.996889021968278,0.9441315810474356,0.0025637760087331473
spirals,A,blocks,1.0,8,1.171875,192,289,0.6643598615916955,18,0.06228373702422145,0.1,838.6846853324938,3,2.7052592270336286,0.011517336242124185,0.48397642651545425,2.2212828005181744,0.011517336242124185
spirals,B,blocks,1.0,8,1.171875,192,289,0.6643598615916955,18,0.06228373702422145,0.1,2227.066547055623,3,1.3685049404695409,0.007855282785564886,0.6699938852885328,0.6985110551810081,0.007855282785564886
spots,A,blocks,1.0,8,1.171875,192,289,0.6643598615916955,18,0.06228373702422145,0.1,1567.4755990143021,3,3.8075414325271217,0.012797554953762174,0.9966225199395079,2.810918912587614,0.012797554953762174
spots,B,blocks,1.0,8,1.171875,192,289,0.6643598615916955,18,0.06228373702422145,0.1,3045.6180991881424,3,1.4561468283048995,0.021680796547751766,0.9985460320945182,0.45760079621038124,0.021680796547751766
worms,A,blocks,1.0,8,1.171875,192,289,0.6643598615916955,18,0.06228373702422145,0.1,1566.8777075748758,3,3.4570165817984972,0.0015675293940048698,0.807611577515441,2.649405004283057,0.0015675293940048698
worms,B,blocks,1.0,8,1.171875,192,289,0.6643598615916955,18,0.06228373702422145,0.1,2637.7471664480186,3,1.298123538391284,0.01315302742696968,0.8707424176827958,0.42738112070848827,0.01315302742696968
bubbles,A,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.6394395996309937,0.0,0.6394395996309937,0.0,0.0
bubbles,B,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.7063388075933293,0.0,0.7063388075933293,0.0,0.0
gliders,A,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.5435733126078505,0.0,0.5435733126078505,0.0,0.0
gliders,B,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.7213883037049539,0.0,0.7213883037049539,0.0,0.0
maze,A,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.9935319513440243,0.0,0.9935319513440243,0.0,0.0
maze,B,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.9968890219682779,1.1102230246251565e-16,0.996889021968278,0.0,0.0
spirals,A,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.48397642651545425,0.0,0.48397642651545425,0.0,0.0
spirals,B,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.6699938852885327,1.1102230246251565e-16,0.6699938852885328,0.0,0.0
spots,A,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.9966225199395079,0.0,0.9966225199395079,0.0,0.0
spots,B,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.9985460320945182,0.0,0.9985460320945182,0.0,0.0
worms,A,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.807611577515441,0.0,0.807611577515441,0.0,0.0
worms,B,grid,50.0,8,100.0,16384,289,56.69204152249135,289,1.0,1e-06,0.0,3,0.8707424176827958,0.0,0.8707424176827958,0.0,0.0
bubbles,A,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.6394544112854476,4.945951193836207e-07,0.6394395996309937,1.4811654453753912e-05,4.945951193836207e-07
bubbles,B,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.7064022910802392,2.172868812484475e-06,0.7063388075933293,6.348348690991361e-05,2.172868812484475e-06
gliders,A,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.5435737658297161,3.0113496931944366e-08,0.5435733126078505,4.532218655928233e-07,3.0113496931944366e-08
gliders,B,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.7213945092878363,3.8481195375428936e-07,0.7213883037049539,6.205582882408874e-06,3.8481195375428936e-07
maze,A,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.9935322469498185,7.98510525819481e-09,0.9935319513440243,2.9560579417609034e-07,7.98510525819481e-09
maze,B,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.9968908479944663,4.839477683356573e-08,0.996889021968278,1.8260261883303504e-06,4.839477683356573e-08
spirals,A,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.48397747280975323,5.267269326983297e-08,0.48397642651545425,1.0462942989971265e-06,5.267269326983297e-08
spirals,B,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.6700048129593051,5.508368777202973e-07,0.6699938852885328,1.0927670772301981e-05,5.508368777202972e-07
spots,A,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.9966236839077774,1.2061508204020486e-08,0.9966225199395079,1.163968269546345e-06,1.2061508204020486e-08
spots,B,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.9985533672257758,7.719086199087157e-08,0.9985460320945182,7.3351312576501e-06,7.719086199087157e-08
worms,A,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.8076178223307773,1.3712076814103327e-07,0.807611577515441,6.244815336250061e-06,1.3712076814103327e-07
worms,B,grid,25.0,8,25.0,4096,289,14.173010380622838,289,1.0,1e-06,0.0,3,0.8707798292104852,8.11405821470421e-07,0.8707424176827958,3.741152768936088e-05,8.11405821470421e-07
bubbles,A,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,0.6412095239963455,0.00015998843794641068,0.6394395996309937,0.001769924365351801,0.00015998843794641068
bubbles,B,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,0.7093094496195809,8.348054938427853e-05,0.7063388075933293,0.0029706420262515243,8.348054938427853e-05
gliders,A,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,0.545333529154272,0.0004833399582842034,0.5435733126078505,0.0017602165464215558,0.0004833399582842034
gliders,B,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,0.7241711947037376,0.0007620503574817335,0.7213883037049539,0.002782890998783668,0.0007620503574817335
maze,A,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,0.997019995056475,0.0011669570391716457,0.9935319513440243,0.0034880437124507426,0.0011669570391716457
maze,B,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,1.000543732072803,0.00117382436998977,0.996889021968278,0.003654710104524931,0.0011738243699897701
spirals,A,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,0.48540219121393163,0.0005570925438939247,0.48397642651545425,0.0014257646984773646,0.0005570925438939247
spirals,B,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,0.672511982959992,0.0007889083381676359,0.6699938852885328,0.002518097671459126,0.0007889083381676359
spots,A,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,0.9998129709996765,0.0007214670095764825,0.9966225199395079,0.0031904510601685385,0.0007214670095764825
spots,B,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,1.002647293225831,0.0007248380880899783,0.9985460320945182,0.004101261131313039,0.0007248380880899783
worms,A,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,0.8099518037172354,0.0010260475951370924,0.807611577515441,0.0023402262017944153,0.0010260475951370924
worms,B,grid,10.0,8,11.02294921875,1806,289,6.249134948096886,289,1.0,1e-06,0.0,3,0.873780615285748,0.0010989419136112953,0.8707424176827958,0.0030381976029521343,0.0010989419136112953
bubbles,A,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.642720226264126,0.0001378251283327806,0.6394395996309937,0.003280626633132185,0.0001378251283327806
bubbles,B,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.7133075914721226,0.00029890301750604755,0.7063388075933293,0.006968783878793257,0.00029890301750604755
gliders,A,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.5445955399309218,2.8961337739738743e-05,0.5435733126078505,0.0010222273230712602,2.8961337739738743e-05
gliders,B,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.72789434792144,0.0001911701684317966,0.7213883037049539,0.006506044216486151,0.0001911701684317966
maze,A,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.9938892321123619,1.2241891337051463e-05,0.9935319513440243,0.0003572807683376311,1.2241891337051463e-05
maze,B,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.99799921432608,3.272921038004074e-05,0.996889021968278,0.0011101923578020016,3.272921038004074e-05
spirals,A,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.4854053521542246,2.9819464502386655e-05,0.48397642651545425,0.0014289256387703582,2.981946450238666e-05
spirals,B,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.6771562309525755,0.0001522386276994887,0.6699938852885328,0.007162345664042761,0.0001522386276994887
spots,A,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.9977409390591166,2.7088691849386363e-05,0.9966225199395079,0.00111841911960886,2.7088691849386363e-05
spots,B,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,1.0019994444107923,0.0001184465999473356,0.9985460320945182,0.0034534123162740515,0.0001184465999473356
worms,A,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.8107175034107342,2.6750684937410398e-05,0.807611577515441,0.0031059258952931637,2.6750684937410398e-05
worms,B,grid,5.0,8,6.25,1024,289,3.5432525951557095,289,1.0,1e-06,0.0,3,0.8786752204834243,7.328408641215819e-05,0.8707424176827958,0.007932802800628505,7.328408641215818e-05
bubbles,A,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,0.8421426302609422,0.006444208393886714,0.6394395996309937,0.20270303062994843,0.006444208393886714
bubbles,B,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,0.9395747201005588,0.007747639611006415,0.7063388075933293,0.2332359125072294,0.007747639611006415
gliders,A,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,0.7012917604790911,0.008778168387619929,0.5435733126078505,0.1577184478712407,0.00877816838761993
gliders,B,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,0.955957852947912,0.012916680386070583,0.7213883037049539,0.23456954924295811,0.012916680386070583
maze,A,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,1.374142144397651,0.014026156134229332,0.9935319513440243,0.3806101930536265,0.014026156134229332
maze,B,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,1.37782712790182,0.012642436473672978,0.996889021968278,0.3809381059335422,0.012642436473672978
spirals,A,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,0.638325063669036,0.010229108408595635,0.48397642651545425,0.1543486371535817,0.010229108408595635
spirals,B,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,0.9000810737676505,0.0146706376577494,0.6699938852885328,0.23008718847911766,0.0146706376577494
spots,A,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,1.3854825226678733,0.02857732316621032,0.9966225199395079,0.3888600027283653,0.02857732316621032
spots,B,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,1.3892812101040544,0.02556491418203915,0.9985460320945182,0.390735178009536,0.02556491418203915
worms,A,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,1.1010149092720887,0.009581753590739208,0.807611577515441,0.2934033317566477,0.009581753590739208
worms,B,grid,2.0,8,1.9775390625,324,289,1.1211072664359862,289,1.0,1e-06,0.0,3,1.194275292645651,0.008370862127915053,0.8707424176827958,0.32353287496285515,0.008370862127915053
bubbles,A,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,1.0210212845470252,0.008135214989403708,0.6394395996309937,0.38158168491603145,0.00813521498940371
bubbles,B,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,1.0464117655622047,0.01192388746646868,0.7063388075933293,0.3400729579688755,0.01192388746646868
gliders,A,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,0.9292255911024899,0.01328715425475374,0.5435733126078505,0.3856522784946394,0.01328715425475374
gliders,B,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,1.1012600199135962,0.020380463364566975,0.7213883037049539,0.3798717162086424,0.020380463364566975
maze,A,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,1.3422889167588947,0.012909162787812426,0.9935319513440243,0.3487569654148704,0.012909162787812426
maze,B,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,1.3392319609029013,0.01166332117109925,0.996889021968278,0.34234293893462325,0.01166332117109925
spirals,A,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,0.8113246734450951,0.005761406942774726,0.48397642651545425,0.32734824692964076,0.005761406942774726
spirals,B,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,1.0005828887343837,0.006161781545034905,0.6699938852885328,0.3305890034458509,0.006161781545034905
spots,A,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,1.3507286468175694,0.01638937180772866,0.9966225199395079,0.3541061268780615,0.016389371807728658
spots,B,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,1.341838347295622,0.01593169369786652,0.9985460320945182,0.3432923152011038,0.01593169369786652
worms,A,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,1.1570311963170468,0.006307589162915225,0.807611577515441,0.3494196188016058,0.0063075891629152244
worms,B,grid,1.0,8,1.031494140625,169,289,0.5847750865051903,169,0.5847750865051903,1e-06,0.0,3,1.2189601208364398,0.009867330870036772,0.8707424176827958,0.3482177031536439,0.009867330870036772
bubbles,A,random,50.0,8,50.0,8192,289,28.346020761245676,289,1.0,1e-06,0.0,3,0.64562746892648,0.00047781846683658515,0.6394395996309937,0.006187869295486241,0.00047781846683658515
bubbles,B,random,50.0,8,50.0,8192,289,28.346020761245676,289,1.0,1e-06,0.0,3,0.7131686242721337,0.0006034761147036312,0.7063388075933293,0.006829816678804446,0.0006034761147036312
gliders,A,random,50.0,8,50.0,8192,289,28.346020761245676,289,1.0,1e-06,0.0,3,0.5491022893423964,8.659048090453993e-05,0.5435733126078505,0.00552897673454585,8.659048090453993e-05
gliders,B,random,50.0,8,50.0,8192,289,28.346020761245676,289,1.0,1e-06,0.0,3,0.7285852184913141,0.0002378362425922315,0.7213883037049539,0.007196914786360235,0.0002378362425922315
maze,A,random,50.0,8,50.0,8192,289,28.346020761245676,289,1.0,1e-06,0.0,3,1.0027757242061874,0.00027165784458822815,0.9935319513440243,0.009243772862163305,0.00027165784458822815
maze,B,random,50.0,8,50.0,8192,289,28.346020761245676,289,1.0,1e-06,0.0,3,1.0061259092933605,0.00032674009065731657,0.996889021968278,0.009236887325082543,0.00032674009065731657
