true_period,cycles_in_record,recovered_period,error_pct,label,energy_share
24,126.0,23.998106804809375,0.007888313294272345,oscillatory,0.4799815840609044
100,30.24,102.21060855244284,2.210608552442835,transient,0.43607196488105276
300,10.08,355.9379658895335,18.64598862984449,transient,0.43359348172803186
1008,3.0,16.73702993978492,98.33958036311657,transient,0.012302842871880985
1512,2.0,15.624973153090924,98.96660230468974,transient,0.012064837503471737
