family,scenario,field,segment,window,bin,freq_rel_nyquist,period_steps,period_time_units,share,cumulative_share,ar1_null_share
Turbulent radiative layer 2D,tcool_0.18,pressure,train,boxcar,29,0.9666666666666667,2.0689655172413794,3.3042062068965516,0.009262472578701893,0.996440142960855,0.010538263326579226
Turbulent radiative layer 2D,tcool_0.18,pressure,train,boxcar,30,1.0,2.0,3.194066,0.003559857039145007,1.0,0.005255978345260287
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,1,0.03333333333333333,60.0,95.82198,0.03609348630631521,0.03609348630631521,0.0499528369776479
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,2,0.06666666666666667,30.0,47.91099,0.059899649598922265,0.09599313590523748,0.04948803339245953
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,3,0.1,20.0,31.940659999999998,0.03219147807964573,0.1281846139848832,0.04873772746847413
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,4,0.13333333333333333,15.0,23.955495,0.03180707949294996,0.15999169347783315,0.04773562140174433
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,5,0.16666666666666666,12.0,19.164396,0.020267787123977525,0.18025948060181068,0.046523792980700904
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,6,0.2,10.0,15.970329999999999,0.06858840346598924,0.2488478840677999,0.04514878069304844
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,7,0.23333333333333334,8.571428571428571,13.688854285714285,0.07446313160750027,0.32331101567530013,0.04365785201549133
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,8,0.26666666666666666,7.5,11.9777475,0.045076276802598174,0.36838729247789836,0.042095913344910564
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,9,0.3,6.666666666666667,10.646886666666667,0.06947788584486181,0.4378651783227602,0.0405033025987428
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,10,0.3333333333333333,6.0,9.582198,0.032498040704862514,0.4703632190276226,0.038914499908359684
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,11,0.36666666666666664,5.454545454545454,8.711089090909091,0.03512196032138271,0.5054851793490053,0.037357643753118494
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,12,0.4,5.0,7.985164999999999,0.04982489188574524,0.5553100712347505,0.03585466262216839
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,13,0.43333333333333335,4.615384615384615,7.3709215384615385,0.029289438246759857,0.5845995094815104,0.03442181547108839
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,14,0.4666666666666667,4.285714285714286,6.844427142857143,0.020529051911012862,0.6051285613925232,0.033070456996314994
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,15,0.5,4.0,6.388132,0.0250185400615613,0.6301471014540845,0.031807885232794736
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,16,0.5333333333333333,3.75,5.98887375,0.03118659298664703,0.6613336944407315,0.030638173756619907
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,17,0.5666666666666667,3.5294117647058822,5.63658705882353,0.027700645658221505,0.6890343400989531,0.029562929948821228
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,18,0.6,3.3333333333333335,5.3234433333333335,0.03756478397270117,0.7265991240716543,0.028581950762093127
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,19,0.6333333333333333,3.1578947368421053,5.043262105263158,0.03924079196314502,0.7658399160347993,0.027693768023852337
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,20,0.6666666666666666,3.0,4.791099,0.02240976986117112,0.7882496858959704,0.02689608798412437
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,21,0.7,2.857142857142857,4.562951428571428,0.02611795125062813,0.8143676371465987,0.026186136581085387
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,22,0.7333333333333333,2.727272727272727,4.355544545454546,0.03381668111902773,0.8481843182656263,0.025560924649838203
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,23,0.7666666666666667,2.608695652173913,4.166173043478261,0.026783785095929356,0.8749681033615557,0.02501744756838505
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,24,0.8,2.5,3.9925824999999997,0.017603766029149707,0.8925718693907054,0.02455283272420763
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,25,0.8333333333333334,2.4,3.8328792,0.022882137140420953,0.9154540065311263,0.024164446431286384
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,26,0.8666666666666667,2.3076923076923075,3.6854607692307693,0.0234433184057563,0.9388973249368826,0.023849969982760892
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,27,0.9,2.2222222222222223,3.548962222222222,0.016007156422225575,0.9549044813591081,0.023607452640757594
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,28,0.9333333333333333,2.142857142857143,3.4222135714285713,0.01618800321923283,0.971092484578341,0.023435347662680347
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,29,0.9666666666666667,2.0689655172413794,3.3042062068965516,0.018991710732586632,0.9900841953109275,0.02333253598163493
Turbulent radiative layer 2D,tcool_0.18,pressure,train,hann,30,1.0,2.0,3.194066,0.009915804689072038,0.9999999999999996,0.011649170444788158
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,1,0.02,101.0,161.300333,0.17461704784094442,0.17461704784094442,0.09819533319658294
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,2,0.04,50.5,80.6501665,0.031231923386575215,0.20584897122751966,0.09236087709389991
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,3,0.06,33.666666666666664,53.76677766666666,0.03428490997002431,0.24013388119754395,0.0840582262678813
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,4,0.08,25.25,40.32508325,0.03819099969108944,0.2783248808886334,0.07469427185777043
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,5,0.1,20.2,32.2600666,0.15562274524178638,0.43394762613041976,0.06537870272117675
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,6,0.12,16.833333333333332,26.88338883333333,0.09935469098542493,0.5333023171158446,0.05677974097239501
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,7,0.14,14.428571428571429,23.042904714285715,0.03564419720292326,0.568946514318768,0.04919277172229007
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,8,0.16,12.625,20.162541625,0.03298650409573363,0.6019330184145016,0.04267337614998818
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,9,0.18,11.222222222222221,17.922259222222223,0.029896279139724848,0.6318292975542265,0.03715155200390703
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,10,0.2,10.1,16.1300333,0.015208388266513745,0.6470376858207402,0.03250595094184204
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,11,0.22,9.181818181818182,14.663666636363637,0.02203674805717995,0.6690744338779201,0.02860461161083126
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,12,0.24,8.416666666666666,13.441694416666666,0.028590671938831202,0.6976651058167513,0.02532418524507295
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,13,0.26,7.769230769230769,12.407717923076923,0.021660842669447657,0.719325948486199,0.0225572144668705
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,14,0.28,7.214285714285714,11.521452357142858,0.0128428223822649,0.7321687708684639,0.020213465525872887
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,15,0.3,6.733333333333333,10.753355533333332,0.018232447125454066,0.750401217993918,0.018218643589006364
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,16,0.32,6.3125,10.0812708125,0.018579889502898406,0.7689811074968163,0.016512187689470412
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,17,0.34,5.9411764705882355,9.48825488235294,0.016162637099473375,0.7851437445962898,0.015044941666443793
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,18,0.36,5.611111111111111,8.961129611111112,0.014476092771305642,0.7996198373675953,0.013777033763170365
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,19,0.38,5.315789473684211,8.489491210526316,0.00924956533984528,0.8088694027074406,0.01267607252914649
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,20,0.4,5.05,8.06501665,0.012976145676044923,0.8218455483834854,0.011715665110505499
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,21,0.42,4.809523809523809,7.680968238095238,0.013683902937398304,0.8355294513208837,0.010874223522843887
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,22,0.44,4.590909090909091,7.331833318181818,0.011977235539257556,0.8475066868601413,0.010134012764092393
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,23,0.46,4.391304347826087,7.013057956521739,0.010901454433102394,0.8584081412932436,0.009480395469228669
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,24,0.48,4.208333333333333,6.720847208333333,0.008519696068464717,0.8669278373617083,0.008901233422173723
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,25,0.5,4.04,6.45201332,0.008828325942071507,0.8757561633037798,0.008386413025656979
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,26,0.52,3.8846153846153846,6.203858961538462,0.0065746045387896634,0.8823307678425695,0.007927468259099771
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,27,0.54,3.740740740740741,5.974086407407407,0.006897461328047979,0.8892282291706174,0.007517280183091807
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,28,0.56,3.607142857142857,5.760726178571429,0.0074220467447603964,0.8966502759153778,0.007149836576547669
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,29,0.58,3.4827586206896552,5.562080448275862,0.0064122319216108415,0.9030625078369886,0.006820038901501587
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,30,0.6,3.3666666666666667,5.376677766666666,0.006664741239183649,0.9097272490761723,0.0065235466230088605
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,31,0.62,3.2580645161290325,5.203236548387097,0.006020417684316811,0.9157476667604891,0.006256651115600494
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,32,0.64,3.15625,5.04063540625,0.005503641456570038,0.9212513082170591,0.00601617309508559
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,33,0.66,3.0606060606060606,4.887888878787878,0.005380727100369038,0.9266320353174281,0.005799378834940591
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,34,0.68,2.9705882352941178,4.74412744117647,0.005859742501194595,0.9324917778186228,0.005603911447966761
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,35,0.7,2.8857142857142857,4.6085809428571425,0.004682456755522751,0.9371742345741455,0.0054277343052372105
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,36,0.72,2.8055555555555554,4.480564805555556,0.004923122719005553,0.942097357293151,0.005269084278911733
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,37,0.74,2.72972972972973,4.3594684594594595,0.0049588393268198,0.9470561966199709,0.005126432974230174
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,38,0.76,2.6578947368421053,4.244745605263158,0.0046936551009550765,0.951749851720926,0.00499845449024747
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,39,0.78,2.58974358974359,4.135905974358974,0.004848772141547471,0.9565986238624733,0.004883998542597505
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,40,0.8,2.525,4.032508325,0.00445044756954478,0.9610490714320181,0.004782068013074915
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,41,0.82,2.4634146341463414,3.934154463414634,0.004212794772037087,0.9652618662040552,0.00469180017411635
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,42,0.84,2.4047619047619047,3.840484119047619,0.004408125248776572,0.9696699914528316,0.00461245098209555
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,43,0.86,2.3488372093023258,3.751170534883721,0.004197501055423468,0.9738674925082551,0.0045433819499931605
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,44,0.88,2.2954545454545454,3.665916659090909,0.004267651178765064,0.9781351436870201,0.004484049203853918
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,45,0.9,2.2444444444444445,3.584451844444444,0.0038670896144746424,0.9820022333014947,0.00443399440346053
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,46,0.92,2.1956521739130435,3.5065289782608695,0.003630902322756024,0.9856331356242508,0.004392837269704886
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,47,0.94,2.148936170212766,3.431921978723404,0.0033919646207440438,0.9890251002449949,0.004360269512262482
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,48,0.96,2.1041666666666665,3.3604236041666664,0.003640971616511464,0.9926660718615063,0.0043360499937815135
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,49,0.98,2.061224489795918,3.291843530612245,0.0035458068991042475,0.9962118787606107,0.004320001002809529
Turbulent radiative layer 2D,tcool_0.32,density,full,boxcar,50,1.0,2.02,3.22600666,0.003788121239388839,0.9999999999999994,0.004312005538660046
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,1,0.02,101.0,161.300333,0.10538881167643054,0.10538881167643054,0.10401410098239242
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,2,0.04,50.5,80.6501665,0.055831596862981066,0.1612204085394116,0.09711941083532483
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,3,0.06,33.666666666666664,53.76677766666666,0.025405891324225174,0.18662629986363677,0.0874798432331697
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,4,0.08,25.25,40.32508325,0.056022804324055174,0.24264910418769195,0.07684329399529218
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,5,0.1,20.2,32.2600666,0.18199014501137523,0.4246392491990672,0.06650103954439143
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,6,0.12,16.833333333333332,26.88338883333333,0.13567130979005956,0.5603105589891267,0.057159320208059784
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,7,0.14,14.428571428571429,23.042904714285715,0.03907540706639512,0.5993859660555219,0.049075439581107126
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,8,0.16,12.625,20.162541625,0.02635407916400418,0.625740045219526,0.04224452736091006
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,9,0.18,11.222222222222221,17.922259222222223,0.023687291701033605,0.6494273369205597,0.03654042090480683
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,10,0.2,10.1,16.1300333,0.016365944915328095,0.6657932818358877,0.031798281797649895
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,11,0.22,9.181818181818182,14.663666636363637,0.017275488685670293,0.683068770521558,0.027855327587053686
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,12,0.24,8.416666666666666,13.441694416666666,0.02335780367535205,0.7064265741969101,0.02456740671482796
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,13,0.26,7.769230769230769,12.407717923076923,0.020791519002815756,0.7272180931997259,0.021813420715472938
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,14,0.28,7.214285714285714,11.521452357142858,0.014569189179690762,0.7417872823794166,0.019494357637763055
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,15,0.3,6.733333333333333,10.753355533333332,0.018147320156095763,0.7599346025355125,0.017530355384539228
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,16,0.32,6.3125,10.0812708125,0.01788913441049288,0.7778237369460053,0.01585737292501783
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,17,0.34,5.9411764705882355,9.48825488235294,0.016852417820521805,0.7946761547665271,0.014424118316780142
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,18,0.36,5.611111111111111,8.961129611111112,0.013753607674637172,0.8084297624411644,0.013189444408839807
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,19,0.38,5.315789473684211,8.489491210526316,0.010037892001511053,0.8184676544426753,0.012120231891410309
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,20,0.4,5.05,8.06501665,0.011565311782085586,0.8300329662247609,0.011189706000841047
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,21,0.42,4.809523809523809,7.680968238095238,0.010987764930018086,0.841020731154779,0.010376113091057479
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,22,0.44,4.590909090909091,7.331833318181818,0.010593221342296927,0.851613952497076,0.009661685378335708
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,23,0.46,4.391304347826087,7.013057956521739,0.012618996974851597,0.8642329494719276,0.009031832098427192
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,24,0.48,4.208333333333333,6.720847208333333,0.01013622410814406,0.8743691735800717,0.008474506805168598
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,25,0.5,4.04,6.45201332,0.007898155592342068,0.8822673291724138,0.007979711098085518
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,26,0.52,3.8846153846153846,6.203858961538462,0.006803959806324493,0.8890712889787383,0.007539103913251132
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,27,0.54,3.740740740740741,5.974086407407407,0.006773537539259151,0.8958448265179976,0.007145692590830313
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,28,0.56,3.607142857142857,5.760726178571429,0.006246472914279926,0.9020912994322775,0.006793587457735071
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,29,0.58,3.4827586206896552,5.562080448275862,0.006651476445576968,0.9087427758778545,0.006477805916817906
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,30,0.6,3.3666666666666667,5.376677766666666,0.0071166010650493975,0.9158593769429039,0.006194115284276717
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,31,0.62,3.2580645161290325,5.203236548387097,0.005774729510554885,0.9216341064534587,0.00593890609301143
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,32,0.64,3.15625,5.04063540625,0.005040211104596828,0.9266743175580555,0.005709089464960934
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,33,0.66,3.0606060606060606,4.887888878787878,0.004912907987191744,0.9315872255452472,0.005502013592672953
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,34,0.68,2.9705882352941178,4.74412744117647,0.005057715978347327,0.9366449415235947,0.005315395468652129
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,35,0.7,2.8857142857142857,4.6085809428571425,0.005005311232422527,0.9416502527560172,0.005147264843031444
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,36,0.72,2.8055555555555554,4.480564805555556,0.004609408627291191,0.9462596613833084,0.004995918038075882
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,37,0.74,2.72972972972973,4.3594684594594595,0.004430971397972443,0.9506906327812809,0.004859879748758722
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,38,0.76,2.6578947368421053,4.244745605263158,0.0043935579649922955,0.955084190746273,0.004737871347336587
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,39,0.78,2.58974358974359,4.135905974358974,0.004376795715267657,0.9594609864615407,0.004628784512978115
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,40,0.8,2.525,4.032508325,0.004436499262361287,0.963897485723902,0.004531659245062115
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,41,0.82,2.4634146341463414,3.934154463414634,0.004292013291598263,0.9681894990155002,0.004445665505886562
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,42,0.84,2.4047619047619047,3.840484119047619,0.004064368368100403,0.9722538673836006,0.0043700878867172326
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,43,0.86,2.3488372093023258,3.751170534883721,0.003726135513139256,0.9759800028967399,0.0043043128091275465
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,44,0.88,2.2954545454545454,3.665916659090909,0.003644156687738548,0.9796241595844783,0.004247817868165098
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,45,0.9,2.2444444444444445,3.584451844444444,0.0033569708255867573,0.9829811304100651,0.004200163000209042
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,46,0.92,2.1956521739130435,3.5065289782608695,0.0033018084351033074,0.9862829388451684,0.004160983220475198
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,47,0.94,2.148936170212766,3.431921978723404,0.0032129270500876506,0.989495865895256,0.004129982726120579
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,48,0.96,2.1041666666666665,3.3604236041666664,0.0033491476278261086,0.9928450135230822,0.004106930203268004
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,49,0.98,2.061224489795918,3.291843530612245,0.0035008028218714796,0.9963458163449537,0.00409165521198236
Turbulent radiative layer 2D,tcool_0.32,density,full,hann,50,1.0,2.02,3.22600666,0.003654183655046663,1.0000000000000002,0.00408404555387232
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,1,0.03333333333333333,60.0,95.82198,0.11292793483794823,0.11292793483794823,0.13005024793606804
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,2,0.06666666666666667,30.0,47.91099,0.08354653115650933,0.19647446599445756,0.11764105228600438
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,3,0.1,20.0,31.940659999999998,0.2541075210307519,0.45058198702520946,0.10160136875072583
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,4,0.13333333333333333,15.0,23.955495,0.06461640876893389,0.5151983957941434,0.08546649036575116
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,5,0.16666666666666666,12.0,19.164396,0.0475985420758589,0.5627969378700023,0.07115213823770311
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,6,0.2,10.0,15.970329999999999,0.030689410460168855,0.5934863483301711,0.05924769051674874
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,7,0.23333333333333334,8.571428571428571,13.688854285714285,0.0385693704192437,0.6320557187494148,0.04964931759799798
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,8,0.26666666666666666,7.5,11.9777475,0.029297828204816932,0.6613535469542318,0.04200348602298622
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,9,0.3,6.666666666666667,10.646886666666667,0.026345252981759694,0.6876987999359915,0.03592343896345157
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,10,0.3333333333333333,6.0,9.582198,0.04150498793167775,0.7292037878676693,0.031069979761493546
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,11,0.36666666666666664,5.454545454545454,8.711089090909091,0.024672811258494333,0.7538765991261636,0.02717007660339263
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,12,0.4,5.0,7.985164999999999,0.029975482766146318,0.7838520818923099,0.02401206824539668
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,13,0.43333333333333335,4.615384615384615,7.3709215384615385,0.025350658686128,0.8092027405784379,0.02143440655777129
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,14,0.4666666666666667,4.285714285714286,6.844427142857143,0.022625423162274408,0.8318281637407122,0.019314327360910308
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,15,0.5,4.0,6.388132,0.017826445294839552,0.8496546090355518,0.017558387163722065
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,16,0.5333333333333333,3.75,5.98887375,0.013230399749397955,0.8628850087849498,0.016095117761301816
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,17,0.5666666666666667,3.5294117647058822,5.63658705882353,0.01495875498341117,0.8778437637683609,0.014869509098044293
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,18,0.6,3.3333333333333335,5.3234433333333335,0.013373127866570262,0.8912168916349312,0.013838924043130418
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,19,0.6333333333333333,3.1578947368421053,5.043262105263158,0.01152478361075031,0.9027416752456815,0.01297008750781083
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,20,0.6666666666666666,3.0,4.791099,0.012201058111161952,0.9149427333568435,0.012236866152342827
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,21,0.7,2.857142857142857,4.562951428571428,0.009673491928019527,0.9246162252848631,0.011618625618533615
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,22,0.7333333333333333,2.727272727272727,4.355544545454546,0.010872099021637181,0.9354883243065003,0.0110990094239702
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,23,0.7666666666666667,2.608695652173913,4.166173043478261,0.010138518975757781,0.945626843282258,0.010665026859914174
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,24,0.8,2.5,3.9925824999999997,0.009020266068723103,0.9546471093509812,0.010306368842246297
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,25,0.8333333333333334,2.4,3.8328792,0.010175715098450097,0.9648228244494312,0.01001489345739306
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,26,0.8666666666666667,2.3076923076923075,3.6854607692307693,0.008764939637180006,0.9735877640866113,0.009784239308860515
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,27,0.9,2.2222222222222223,3.548962222222222,0.007815942290592197,0.9814037063772035,0.00960953654470988
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,28,0.9333333333333333,2.142857142857143,3.4222135714285713,0.007332019528719939,0.9887357259059234,0.009487193985907565
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,29,0.9666666666666667,2.0689655172413794,3.3042062068965516,0.007154991921701871,0.9958907178276253,0.009414747056333782
Turbulent radiative layer 2D,tcool_0.32,density,train,boxcar,30,1.0,2.0,3.194066,0.004109282172374994,1.0000000000000002,0.004695377969377056
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,1,0.03333333333333333,60.0,95.82198,0.050441308871250014,0.050441308871250014,0.10453040810867475
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,2,0.06666666666666667,30.0,47.91099,0.06680873200708666,0.11725004087833668,0.09804140618076178
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,3,0.1,20.0,31.940659999999998,0.20728130135682726,0.32453134223516394,0.08890977127687424
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,4,0.13333333333333333,15.0,23.955495,0.09857770339266594,0.42310904562782986,0.0787533444216175
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,5,0.16666666666666666,12.0,19.164396,0.030515480187890614,0.45362452581572044,0.06879742769066532
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,6,0.2,10.0,15.970329999999999,0.04141391401520101,0.4950384398309215,0.059737562287941165
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,7,0.23333333333333334,8.571428571428571,13.688854285714285,0.046930149455419255,0.5419685892863407,0.05184813112396958
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,8,0.26666666666666666,7.5,11.9777475,0.042193895198718565,0.5841624844850593,0.04514844858105758
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,9,0.3,6.666666666666667,10.646886666666667,0.03263872907286123,0.6168012135579205,0.03953397329231069
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,10,0.3333333333333333,6.0,9.582198,0.04838458652971976,0.6651858000876402,0.03485623779612684
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,11,0.36666666666666664,5.454545454545454,8.711089090909091,0.03896062264869111,0.7041464227363313,0.030963901505649174
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,12,0.4,5.0,7.985164999999999,0.03337215115681059,0.7375185738931419,0.02772049301480679
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,13,0.43333333333333335,4.615384615384615,7.3709215384615385,0.03377304798218112,0.771291621875323,0.025009980788898756
Turbulent radiative layer 2D,tcool_0.32,density,train,hann,14,0.4666666666666667,4.285714285714286,6.844427142857143,0.029790975167392382,0.8010825970427153,0.022736695625981837
