seed,ky,kx,radius,pole_margin,exact_margin,error_growth,final_error
2,-4,1,4.123105625617661,-0.07294335629371959,-0.06554034172598407,0.02041608971707954,0.04635004326701164
2,-4,2,4.47213595499958,-0.08312393649660751,-0.07710628438351075,0.049555608454872495,0.06257455050945282
2,-4,3,5.0,-0.10219374994539686,-0.09638285547938827,0.03990263938903795,0.04058258235454559
2,-4,4,5.656854249492381,-0.12701293831291355,-0.12337005501361714,0.11805164568564464,0.08267915993928909
2,-3,0,3.0,-0.04063653958961637,-0.03469782797257986,0.058087908871033524,0.062257539480924606
2,-3,1,3.1622776601683795,-0.04621711757043438,-0.038553142191755325,0.037763954962001064,0.045642971992492676
2,-3,2,3.605551275463989,-0.05608485263942154,-0.05011908484928189,0.08165468503447133,0.0903419479727745
2,-3,3,4.242640687119285,-0.07642301846364011,-0.0693956559451595,0.10096213431919304,0.05629182979464531
2,-3,4,5.0,-0.10183248728283938,-0.09638285547938827,0.11476053981220011,0.0971016064286232
2,-3,5,5.830951894845301,-0.1354565958429762,-0.13108068345196808,0.11657486978699165,0.1463083028793335
2,-2,0,2.0,-0.022877272891517704,-0.015421256876702224,0.010576503417071134,0.03919052332639694
2,-2,1,2.23606797749979,-0.02661377004669049,-0.019276571095877625,0.040944732988581936,0.06917068362236023
2,-2,2,2.8284271247461903,-0.037809463659968894,-0.030842513753404247,0.06565162469358998,0.07122507691383362
2,-2,3,3.605551275463989,-0.057114822909428445,-0.05011908484928189,0.05178499221801737,0.034648071974515915
2,-2,4,4.47213595499958,-0.08429231669668492,-0.07710628438351075,0.07939090518390424,0.04965721443295479
2,-2,5,5.385164807134504,-0.11774704915908615,-0.11180411235609042,0.1099097385126001,0.0940912663936615
2,-1,0,1.0,-0.01260950752385635,-0.003855314219175528,0.059651011228561285,0.05989781394600868
2,-1,1,1.4142135623730951,-0.015662760853630702,-0.0077106284383510445,0.060002337483798684,0.05734565109014511
2,-1,2,2.23606797749979,-0.026095460087804796,-0.019276571095877625,0.04302688731866715,0.05250254645943642
2,-1,3,3.1622776601683795,-0.046392227154234106,-0.038553142191755325,0.037855802914675524,0.04454958811402321
