arm,ky,kx,radius,extracted_magnitude,extracted_freq,extracted_sigma,label,exact_magnitude,exact_freq,magnitude_error,freq_error
lambda,3,0,3.0,0.9058480120591985,7.631017061880839e-06,-0.09888374412100785,damped,,,,
lambda,3,1,3.1622776601683795,0.9048048385805353,4.890933034176501e-05,-0.10003600651488843,damped,,,,
lambda,3,2,3.605551275463989,0.9058850440498774,0.0001901925153256293,-0.09884286393663508,damped,,,,
lambda,3,3,4.242640687119285,0.9067557365523765,0.0002237897799843847,-0.0978821743407901,damped,,,,
lambda,3,4,5.0,0.9067141763858525,7.637611501697659e-07,-0.09792800930748548,damped,,,,
lambda,3,5,5.830951894845301,0.9068447168743472,3.2543548557744413e-06,-0.09778404873448696,damped,,,,
lambda,4,0,4.0,0.9064424997025003,1.3569256833904306e-05,-0.09822768190497042,damped,,,,
lambda,4,1,4.123105625617661,0.9066022580933705,0.00014358241010911985,-0.0980514497511897,damped,,,,
lambda,4,2,4.47213595499958,0.9073574539545268,4.640206005332012e-05,-0.09721880071298644,damped,,,,
lambda,4,3,5.0,0.9073277454358282,2.1462804459427572e-05,-0.09725154305167008,damped,,,,
lambda,4,4,5.656854249492381,0.9068522539631045,1.0823549335358797e-05,-0.09777573743565526,damped,,,,
lambda,5,0,5.0,0.9067461931964759,4.7009009605000135e-05,-0.09789269912242302,damped,,,,
